date,x_source,x_text,x_text_translated,x_timestamp_utc3,evacuation_zone_prompt,facebook_source,facebook_timestamp_utc3,leaflet,leaflet_text_translated,safezone_prompt,link,map_idf,map_full,map_zoom,displacement_blocks,labeled_safe_blocks,evacuation_zone,safezone,area_sq_km_displacement,area_sq_km_labeled_safe
2024-10-06,https://x.com/AvichayAdraee/status/1842791821409149136,"#عاجل ‼️ إلى سكان شمال قطاع غزة،
⭕️حماس الارهابية تواصل محاولاتها ترسيخ بنيتها الإرهابية في منطقتكم مستغلة السكان والمآوي والمنشات الصحية درعًا بشريًا.

⭕️ينشر جيش الدفاع صباح اليوم خريطة الاخلاء الجديدة في منطقة شمال قطاع غزة والتي تهدف إلى التواصل معكم وإصدار أوامر الاخلاء وفق https://t.co/Gx4MPuajUj","To the residents of the northern Gaza Strip,
⭕️ The terrorist organization Hamas continues its attempts to establish its terrorist infrastructure in your region, exploiting the population, shelters, and health facilities as a human shield.

⭕️ This morning, the IDF is publishing a new evacuation map for the northern Gaza Strip. The map aims to communicate with you and issue evacuation orders, as necessary, to larger areas, including several blocks, according to residential neighborhoods. I remind you that the northern Gaza Strip is still considered a dangerous combat zone.

⭕️ I also inform you about the open humanitarian transportation and evacuation routes towards the humanitarian zone in Al-Mawasi, which are Rashid Street (the sea) and Salah El-Din Street. Take advantage of these two routes to move.

⭕️ I also inform you that the humanitarian area has been expanded and you can see its full area in the attached map.

⭕️ The IDF will continue to operate forcefully against terrorist organizations wherever they operate within the Gaza Strip.",7:59,northern Gaza Strip,,,,,Al-Mawasi,https://gazamaps.com/displacement/50,https://gazamaps.com/storage/displacement-maps/gaza/idf/NGQK7uE2KDvN1ZbqqBZaY2jMGyG9jDU9PQZx1UcV.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/m4NC5suOy4knDaiQCEuFpF33Z4mOAVqXIFAniATt.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/zB9tFRVz5bynMkwJgR8XZTyltn46wb7yR3YpAnwA.jpg,,"36, 37.1, 38, 40, 41, 43, 44, 46, 47, 48, 49, 56, 59, 60, 61, 62, 63, 64, 65, 66, 67, 86, 87, 88, 89.1, 89.2, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351, 2352, 2353, 2354, 2355, 2356",northern Gaza Strip,"Al-Mawasi, Rashid Street, Salah El-Din",0.0,56.27
2024-10-05,https://x.com/AvichayAdraee/status/1842472123413000417,"#عاجل إلى سكان قطاع غزة المتواجدين في البلوكات التالية: 660, 664-666, 2210, 2220, 2221, 2314-2316, 2322
⭕️تواصل حماس والمنظمات الارهابية أنشطتها الإرهابية داخل منطقتكم وبناء على ذلك سيعمل جيش الدفاع بقوة شديدة ضد هذه العناصر. 
⭕️من أجل سلامتكم اخلوا هذه المناطق فورًا نحو المنطقة https://t.co/7fWHrBLcRo","To the residents of the Gaza Strip located in the following blocks: 660, 664-666, 2210, 2220, 2221, 2314-2316, 2322
⭕️ Hamas and the terrorist organizations continue their terrorist activities within your area and accordingly the IDF will act with great force against these elements.
⭕️ For your safety, evacuate these areas immediately to the humanitarian zone.",10:49,Gaza Strip,,,https://idfleaflets.com/31,"To all those present in the Bureij and Nuseirat camps in blocks 2314, 2318, 2315, 2325, 664, 665, 666, 660, 2221, 2210, 2220

Hamas and the terrorist organizations continue their terrorist activities in your area. The IDF will act forcefully against them.

For your safety, evacuate immediately to the humanitarian zone. Forewarned is forearmed.

IDF

Saladin Road",Unknown,https://gazamaps.com/displacement/49,https://gazamaps.com/storage/displacement-maps/gaza/idf/ZYCvdy2fDmv1XQadXeqa6XFnbhTv1RvzyILR4bjv.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/2RzSo9MA4BUW65y32p5Y7qxmmXH3bwzS66gr4oDc.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/MDbYfLhMR1h0Vq3wqpyi2MeaQ5JEETxeYbivOsku.jpg,"660, 664, 665, 666, 2210, 2220, 2221, 2314, 2315, 2316, 2322","36, 40, 43, 46, 47, 63, 64, 88, 89.1, 89.2, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351, 2356",Gaza Strip,humanitarian zone,7.5,46.07
2024-09-30,,,,,Unknown,,,https://idfleaflets.com/30,The area north of Wadi Gaza is a dangerous battle field. It is forbidden to enter that area.,Unknown,,,,,,,north of Wadi Gaza,Unknown,,
2024-09-14,https://x.com/AvichayAdraee/status/1834940180823707885,"#عاجل ‼️ الى كل المتواجدين في أحياء المنشية، الشيخ زايد ومشروع بيت لاهيا: 

⭕️المنظمات الإرهابية تطلق مرة اخرى القذائف الصاروخية وتواصل العمليات الإرهابية نحو دولة اسرائيل. 

⭕️تم تحذير المنطقة المحددة مرات عديدة. المنطقة المحددة تعتبر منطقة قتال خطيرة

⭕️نؤكد ان الاخلاء لا يشمل https://t.co/ZECOTJNhvj","To all those present in the neighborhoods of Al-Manshiya, Sheikh Zayed and Beit Lahia project:

⭕️ Terrorist organizations are once again firing rockets and continuing terrorist operations against the State of Israel.

⭕️ The specified area has been warned numerous times. The specified area is considered a dangerous combat zone.

⭕️ We confirm that the evacuation does not include medical facilities in the area.",16:00,"Al-Manshiya, Sheikh Zayed, Beit Lahia project",,,,,Unknown,https://gazamaps.com/displacement/47,https://gazamaps.com/storage/displacement-maps/gaza/idf/v0tOpSb6Y2bn72RZCLwFwI4IfK3DiHin6E97UU5e.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/dVUHk1SZoqap9SWB1LMJDBeX20fz2FyYPJAN2UtR.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/r7BAPMljk2aPhYqCmqu7XJ6cPliOkwvb2Tb9sIhF.jpg,"1765, 1767, 1769, 1770, 1778",,"Al-Manshiya, Sheikh Zayed, Beit Lahia project",Unknown,1.98,0.0
2024-09-09,https://x.com/AvichayAdraee/status/1833079119011078357,"#عاجل ‼️ الى كل المتواجدين في المنطقة المحددة 
⭕️المنظمات الإرهابية تطلق مرة أخرى قذائف صاروخية نحو دولة اسرائيل وتنفذ أعمالًا إرهابية من هذه المنطقة 
⭕️تم تحذير المنطقة المحددة مرات عديدة في الماضي
⭕️المنطقة المحددة تعتبر منطقة قتال خطيرة. https://t.co/0q355414el","To all those present in the specified area
⭕️ Terrorist organizations are once again firing rockets at the State of Israel and carrying out terrorist acts from this area.
⭕️ The specified area has been warned many times in the past.
⭕️ The specified area is considered a dangerous combat zone.",12:44,Unknown,,,,,Unknown,https://gazamaps.com/displacement/46,https://gazamaps.com/storage/displacement-maps/gaza/idf/zi3vlNFigQyNY7LmlcbMuSgfnNHTgtXTJX5RzYdc.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/xp4Tg6Ul4gxX8D0gn2JeUvD7ASWaskcAS9T9mEPO.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/sUTWxniloJV8JlQNN18Fy6SEYfWSA0jhwXBbBVyR.jpg,"973, 974, 978, 979, 984, 1738, 1739, 1742, 1743",,Unknown,Unknown,4.77,0.0
2024-08-30,https://x.com/AvichayAdraee/status/1829447461598822613,"#عاجل ‼️ إلى السكان والنازحين المتواجدين في البلوكات 36, 2356 وفي الجزء الشمالي لبلوك 89 وفي أحياء حمد والجلاء والقرارة 

بعد أنشطة جيش الدفاع ضد المنظمات الإرهابية في المنطقة يمكنكم العودة إلى هذه البلوكات.

في هذه الأثناء ستتم ملاءمة المنطقة الإنسانية وسيتم تصنيف تلك المناطق من https://t.co/7E3UmvgaOa","To the residents and displaced persons in Blocks 36, 2356, the northern part of Block 89, and the neighborhoods of Hamad, Al-Jalaa, and Al-Qarara

After the IDF's activities against terrorist organizations in the area, you may return to these blocks.

In the meantime, the humanitarian zone will be adapted and those areas will from now on be classified as part of the humanitarian zone.",12:13,"Hamad, Al-Jalaa, Al-Qarara",,,,,Unknown,https://gazamaps.com/displacement/45,https://gazamaps.com/storage/displacement-maps/gaza/idf/17bVuInXxEar8tCZoe42q1B3CMOYgVDzJn0266w5.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/Yz6ByArv3XgDWTkxLq99wGCsS82jtMC3RMh0uk3M.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/QPwf7pVMWjqKcJfDeQJJEbatD0O8uNfUGODloTR1.jpg,,"36, 40, 43, 46, 47, 63, 64, 88, 89.1, 89.2, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351, 2356","Hamad, Al-Jalaa, Al-Qarara",Unknown,0.0,46.07
2024-08-29,https://x.com/AvichayAdraee/status/1829115649714487673/photo/1,"#عاجل ‼️ إلى السكان والنازحين المتواجدين في بلوكات 128, 129, 130 في أحياء دير البلح الجنوبية وفي دير البلح البلد: 

‼️بعد العمليات التي استهدفت المنظمات الارهابية في المنطقة يسمح جيش الدفاع بالعودة إلى تلك البلوكات الموجودة داخل المنطقة الإنسانية https://t.co/kRoA8rUiX5","To the residents and displaced persons located in Blocks 128, 129, and 130 in the southern neighborhoods of Deir al-Balah and in Deir al-Balah town:

‼️ After operations targeting terrorist organizations in the area, the IDF allows the return to those blocks located within the humanitarian zone.",14:15,Deir al-Balah,,,,,Unknown,https://gazamaps.com/displacement/43,https://gazamaps.com/storage/displacement-maps/gaza/idf/3x3dXfFj3OTiCc6neqddZs6jGClZogKfkbFLEhgs.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/v87yMCEBWrgKth1uHMw4woU2cwwKrTdll9D6XNS3.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/ZgnRAbG5BHOOO7ZS0V0Hh1PmqhLzDVb9HOTNKTm2.jpg,,"40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351",Deir al-Balah,Unknown,0.0,40.47
2024-08-25,https://x.com/AvichayAdraee/status/1827715577940750418/photo/1,"**#عاجل ‼️ الى كل السكان والنازحين المتواجدين في حارة دير البلح البلد في بلوك 128 في المنطقة المحددة في الخارطة. 

⭕️جيش الدفاع سوف يعمل بقوة ضد حماس والمنظمات الإرهابية في منطقتكم. 

⭕️من أجل امنكم، اخلوا فوراً غرباً. 

⭕️المنطقة التي تتواجدون فيها تعتبر منطقة قتال خطيرة. https://t.co/jhviffDadG","To all residents and displaced persons in the Deir al-Balah neighborhood in Block 128 in the area specified on the map.

⭕️ The IDF will act forcefully against Hamas and the terrorist organizations in your area.

⭕️ For your own safety, evacuate immediately to the west.

⭕️ The area you are in is considered a dangerous combat zone.",17:32,Deir al-Balah,,,,,Unknown,https://gazamaps.com/displacement/39,https://gazamaps.com/storage/displacement-maps/gaza/idf/qU3uKp3NVutwS0M4Upb9OT6KtordfI4X0Cgpx454.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/wzzAtHtv47CnjXeikCO9VtCw3TauwCOtHapvK8hh.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/Gg9gn1kj8GNvP4MbiUbgydNSza5W7d6tmJw6ZeSP.jpg,128.2,"40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351",Deir al-Balah,west,0.37,40.1
2024-08-24,https://x.com/AvichayAdraee/status/1827292746140299572/photo/1,"#عاجل ‼️ الى كل المتواجدين في منطقة بلديات المصدر والمغازي والحارات البساتين، الانصار، الديمثاء، الصفا، السدره, شرق دير البلح والمفرق الشرقي لدير البلح والمتواجدين بجانب شارع صلاح الدين في هذه المنطقه وتحديدًا في بلوكات 125, 126, 2231, 2232:

⭕️من أجل أمنكم، اخلوا المناطق فوراً https://t.co/NKA5aRmFor","To all those present in the area of ​​the municipalities of Al-Masdar, Al-Maghazi, and the neighborhoods of Al-Basatin, Al-Ansar, Al-Dimetha, Al-Safa, Al-Sidra, East Deir Al-Balah, and the eastern junction of Deir Al-Balah, and those present next to Salah Al-Din Street in this area, specifically in Blocks 125, 126, 2231, 2232:

⭕️ For your own safety, evacuate the areas immediately and move to the humanitarian zone.",13:31,"Al-Masdar, Al-Maghazi, Al-Basatin, Al-Ansar, Al-Dimetha, Al-Safa, Al-Sidra, East Deir Al-Balah, eastern junction of Deir Al-Balah, Salah Al-Din Street",,,,,Unknown,https://gazamaps.com/displacement/38,https://gazamaps.com/storage/displacement-maps/gaza/idf/vZbN78JUXYys9DUC9qVK0A4VdglMEsUOLnVQRaAp.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/QySmxLjOLJjqMzTCrt0qiBuiIcyaDS2eS9E7Uook.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/OxRyxgZ57ecv8yYQyOAX0LscHk3LvvWgvgL8AgME.jpg,"125, 126, 2231.1, 2232","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","Al-Masdar, Al-Maghazi, Al-Basatin, Al-Ansar, Al-Dimetha, Al-Safa, Al-Sidra, East Deir Al-Balah, eastern junction of Deir Al-Balah, Salah Al-Din Street",humanitarian zone,4.43,40.47
2024-08-23,https://x.com/AvichayAdraee/status/1827008641142051224/photo/1,"#عاجل ‼️ نداء الي كل المتواجدين في بلوكات: 967, 968, 969, 970, 971, 1738, 1739, 1740, 1746, 1751 في حارات السلاطين، العطاطرة والسيفا، الكرامة والغبن

⭕️على خلفية اطلاق قذائف صاروخية بشكل متواصل من قبل حماس والمنظمات الإرهابية من منطقتكم، سيعمل جيش الدفاع الإسرائيلي بقوة ضد تلك https://t.co/Wl526ZGaGL","A call to all those present in blocks: 967, 968, 969, 970, 971, 1738, 1739, 1740, 1746, 1751 in the Al-Salateen, Attatra and Sifa, Al-Karamah and Al-Ghabn neighborhoods

⭕️ Against the backdrop of the continuous launching of rockets by Hamas and terrorist organizations from your area, the IDF will act forcefully against these terrorist elements immediately.

⭕️ For your own safety, evacuate immediately to the known shelters west of Gaza City.",18:42,"Al-Salateen, Attatra, Sifa, Al-Karamah, Al-Ghabn",,,,,west of Gaza City,https://gazamaps.com/displacement/37,https://gazamaps.com/storage/displacement-maps/gaza/idf/TmZdKZNjTLayhD3S8SIFp0pkpdNhnzHKqdF0sneS.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/pIPsjFShQjj9BwPdsGXCzDK9LRrYQ2BiDxNI1i0g.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/eEwncZYln4tm11wuIfwADaTMWEgZ5m41TnwfIMhE.jpg,"967, 968, 969, 970, 971, 1738, 1739, 1740, 1746.1, 1751",,"Al-Salateen, Attatra, Sifa, Al-Karamah, Al-Ghabn",west of Gaza City,1.44,0.0
2024-08-22,https://x.com/AvichayAdraee/status/1826624508616442023/photo/1,"#عاجل ‼️ الى كل المتواجدين في منطقة بني سهيلا والحارات الشيخ ناصر، بربخ، السطر، معن، مركز المدينة، المحطة والكتيبة في بلوكات 41, 42, 44, 45, 48, 49, 50, 51, 52, 53, 54, 55, 103, 104, 105, 218, 219, 220

⭕️من أجل أمنكم، اخلوا فوراً وانتقلوا الى المنطقة الإنسانية https://t.co/FqIn40AjHw","To all those present in the Bani Suhaila area and the Sheikh Nasser, Barbakh, Al-Satr, Maan, City Center, Al-Mahatta and Al-Kateeba neighborhoods in Blocks 41, 42, 44, 45, 48, 49, 50, 51, 52, 53, 54, 55, 103, 104, 105, 218, 219, 220

⭕️ For your own safety, evacuate immediately and move to the humanitarian zone.",17:16,"Bani Suhaila, Sheikh Nasser, Barbakh, Al-Satr, Maan, City Center, Al-Mahatta, Al-Kateeba",,,,,humanitarian zone,https://gazamaps.com/displacement/36,https://gazamaps.com/storage/displacement-maps/gaza/idf/FDvrckv6zhrlRyezMWB7KbniaLqSb0zLUC3riysv.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/enEnCFPV35nWWgN5Rm2DatWFM4WJUkUXJLaBRCBc.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/SUgGwm9Ogjgqw3dutCUhJcWv7vwGq6GYteI1ywKV.jpg,"41, 42.1, 42.2, 42.3, 44, 45, 48, 49, 50, 51, 52, 53, 54, 55, 104, 105, 218, 219, 220.1, 220.2, 221","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 106, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","Bani Suhaila, Sheikh Nasser, Barbakh, Al-Satr, Maan, City Center, Al-Kateeba, Al-Mahatta",humanitarian zone,7.25,40.47
2024-08-21,https://x.com/AvichayAdraee/status/1826183693787947512/photo/1,"#عاجل الى كل السكان والنازحين المتواجدين في بلوكات 129, 130 في حارات المحطة ودير البلح جنوباً، من شارع صلاح الدين وحتى الشارع المحدد على الخريطة.
⭕️جيش الدفاع الاسرائيلي سوف يعمل بقوة ضد المنظمات الارهابية في تلك المنطقة. 
⭕️من أجل أمنكم، نناشدكم بالإخلاء بشكل فوري غرباً. https://t.co/gpaPZY2OEo","To all residents and displaced persons in blocks 129 and 130 in the Al-Mahta and Deir al-Balah neighborhoods to the south, from Salah al-Din Street to the street marked on the map.
⭕️ The IDF will act forcefully against terrorist organizations in that area.
⭕️ For your safety, we urge you to evacuate immediately to the west.
⭕️ The area you are in is considered a dangerous combat zone.",12:04,"Al-Mahta, Deir al-Balah",,,,,Unknown,https://gazamaps.com/displacement/35,https://gazamaps.com/storage/displacement-maps/gaza/idf/oI5162l36g4NcduM6bY17l94ldL2icfQTUpIlmnQ.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/AYSCQnTSDHSQEpRd2nkhUZACaPELYMMZhE3lYt0s.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/Kd3V6afcwx4OjBDIUMN0Z4Cvv3s7WJbjDmOpqLrg.jpg,"129.2, 130.2","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 130.1, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","Al-Mahta, Deir al-Balah",west,0.65,39.79
2024-08-17,https://x.com/AvichayAdraee/status/1824684279055401245/photo/1,"#عاجل ‼️ الي كل المتواجدين في بلوكات 2232, 2340, 2343, 2245, 2244 ,2243, 2242, 2241, 2240 في منطقة المغازي وحارات صلاح الدين، الفاروق والأمل

⭕️على خلفية اطلاق قذائف صاروخية بشكل متواصل من قبل حماس والمنظمات الإرهابية من منطقتكم، سيعمل جيش الدفاع ضد تلك العناصر الإرهابية بقوة https://t.co/M2YXukWupr","To all those present in blocks 2232, 2340, 2343, 2245, 2244, 2243, 2242, 2241, 2240 in the Maghazi area and the Salah El-Din, Al-Farouk and Al-Amal neighborhoods

⭕️ Against the backdrop of the continuous launching of rockets by Hamas and terrorist organizations from your area, the IDF will act against these terrorist elements forcefully and immediately.
⭕️ For your own safety, move immediately to the humanitarian zone.",8:46,"Maghazi, Salah El-Din, Al-Farouk, Al-Amal",,,,,humanitarian zone,https://gazamaps.com/displacement/34,https://gazamaps.com/storage/displacement-maps/gaza/idf/HUSSlb5d9m0FzRXLd52bZPG1eljVE2oPgk97ISka.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/gQZGTsy9Ts7MsnTWNpQnZCXkKXEE2KEsubiZI2H6.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/63rhrVxEJV9b1M8kFloqwp6YsAGAUnsrDIcyGJ9b.jpg,"2232, 2240, 2241, 2242, 2243, 2244, 2245, 2340, 2343","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","Maghazi, Salah El-Din, Al-Farouk, Al-Amal",humanitarian zone,3.82,40.44
2024-08-16,https://x.com/AvichayAdraee/status/1824477104668295461/photo/1,"#عاجل ‼️ نداء الى كل سكان المتواجدين في منطقة بيت حانون واحياء المنشية والشيخ زايد والنازحين في داخل المآوي في المنطقة

⭕️حماس والمنظمات الإرهابية تطلق الصواريخ من منطقتكم نحو دولة اسرائيل. جيش الدفاع الإسرائيلي سوف يعمل بقوة ضد تلك العناصر.

⭕️من أجل أمنكم، انتقلوا بشكل فوري الى https://t.co/bQyBvwGq8B","A call to all residents of the Beit Hanoun area, the Manshiyya and Sheikh Zayed neighborhoods, and the displaced people inside the shelters in the area.

⭕️ Hamas and terrorist organizations are firing rockets from your area toward the State of Israel. The IDF will act forcefully against these elements.

⭕️ For your own safety, move immediately to the known shelters in the center of Gaza City.",19:03,"Beit Hanoun area, Manshiyya, Sheikh Zayed neighborhoods",,,,,Gaza City,https://gazamaps.com/displacement/33,https://gazamaps.com/storage/displacement-maps/gaza/idf/QIj7jxnbOLiHcKJjh59YhcNn1iGe6qqeb4O3RtUe.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/SgYbMvHPLFwtiOWiIAX69WQocQgwu23fIutYZChe.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/TVs9s6sUvlCx55nOLPfjUoEWv3OFAjJoSRaiN9sn.jpg,"577, 578, 1762, 1763, 1764, 1765, 1766, 1767, 1768, 1769, 1770, 1774, 1778","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","Beit Hanoun area, Manshiyya, Sheikh Zayed neighborhoods",Gaza City,5.59,40.44
2024-08-16,https://x.com/AvichayAdraee/status/1824341497811980409/photo/1,"#عاجل ‼️ نظرًا لإطلاق القذائف الصاروخية: البلوكات 89, 2356 خارج المنطقة الانسانية. دعوة اخلاء إلى كل السكان والنازحين في بلوكات 89 ,36, 125, 127, 126, 2356 في حارات شرقي دير البلح، القرارة، المواصي، الجلاء، مدينة حمد والنصر

⭕️على خلفية استغلال المنطقة الإنسانية لأعمال إرهابية https://t.co/67QstYsiE7","Due to the launching of rockets: Blocks 89, 2356 are outside the humanitarian area. Evacuation call to all residents and displaced persons in Blocks 89, 36, 125, 127, 126, 2356 in the neighborhoods of East Deir al-Balah, Al-Qarara, Al-Mawasi, Al-Jalaa, Hamad City and Al-Nasr.

⭕️ Due to the exploitation of the humanitarian zone for terrorist acts and the continuous launching of rockets towards the State of Israel from Blocks 89 and 2356, the presence in these blocks has become dangerous, and therefore these blocks are no longer considered part of the humanitarian zone from now on.

⭕️ To all residents and displaced persons still present in Blocks 89, 36, 125, 127, 126, and 2356, we inform you that the IDF will operate forcefully against the terrorist organizations in your areas.
⭕️ For your own safety, you must move immediately to the humanitarian zone.",10:04,"East Deir al-Balah, Al-Qarara, Al-Mawasi, Al-Jalaa, Hamad City, Al-Nasr",,,https://idfleaflets.com/26,"Urgent Warning

To all residents and displaced persons who are still

present in blocks:

899 2356, 36, 127, 126, 125

In the neighborhoods of East Deir al-Balah, al-Qarara, al-Mawasi, al-Jalaa, Hamad City, and al-Nasr

The IDF will operate forcefully against the terrorist organizations in your area

For your own safety, you must evacuate immediately to the new humanitarian zone

IDF",Unknown,https://gazamaps.com/displacement/30,https://gazamaps.com/storage/displacement-maps/gaza/idf/uBVXKFjykdnhnaVK7WZj57vRD42MsN3586FfuFQa.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/1sXfuIuVA715iT1lmZAx7aO1bjtLsmIlrFezE2CL.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/UMivu4wLAn08NHne6Znw08ciJtlumHg5jjsoARYd.jpg,"36, 89.2, 125, 126, 127, 2356","40, 43, 46, 47, 63, 64, 88, 89.1, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 107, 108, 109, 110, 111, 112, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 2336, 2337, 2338, 2339, 2351","East Deir al-Balah, Al-Qarara, Al-Mawasi, Al-Jalaa, Hamad City, Al-Nasr",humanitarian zone,8.41,40.44
